,mId,mCode,mName,cId,cName,cType,cDetail,cHeight,cLat,cLot
66533,0000000020,447103401,대둔산,0000007658,수락계곡,문화자원,-,261.487,36.144283,127.305099
66534,0000000020,447103401,대둔산,0000007659,승전교,문화자원,-,279.708,36.138988,127.303421
66535,0000000020,447103401,대둔산,0000007670,허둔장군절터,문화자원,-,668.348,36.128342,127.319733
66536,0000000020,447103401,대둔산,0000007682,반딧불서식지?,문화자원,-,0.0,36.13681,127.304977
66537,0000000020,447103401,대둔산,0000007683,대둔산승전탑,문화자원,-,0.0,36.137062,127.307167
66538,0000000020,447103401,대둔산,0000007686,논산 수락리 마애불,문화자원,충남 문화재자료 제276호,791.752,36.129772,127.322487
66539,0000000022,472800901,대야산,0000007726,와룡폭포,문화자원,선유구곡중제5곡,239.6,36.679886,127.87323
66544,0000000022,472800901,대야산,0000007759,선유동자랑비,문화자원,신선이 노닐던곳 자랑,239.5,36.678036,127.868317
66549,0000000022,472800901,대야산,0000007776,기국암,문화자원,선유구곡중제7곡. 바위위에서 신선들이 바둑을두었던 곳,255.4,36.682392,127.874336
66554,0000000022,472800901,대야산,0000007777,은선암,문화자원,선유구곡중제9곡. 신선이 숨어살았다함,254.6,36.682388,127.874336
66559,0000000022,472800901,대야산,0000007778,구암,문화자원,선유구곡중 제8곡. 거북이머리처럼 생김,260.6,36.682358,127.874405
66564,0000000022,472800901,대야산,0000007779,난가대,문화자원,선유구곡중제6곡. 도끼자루가 썩는줄 모르고 신선들의 바둑구경하였다고 붙여진이름,252.1,36.682262,127.874222
66569,0000000022,472800901,대야산,0000007780,연단로,문화자원,선유구곡중제4곡. 바위 윗부분이 평평하고가운데가 절구처럼 패여서 붙여짐,250.0,36.679852,127.87326
66574,0000000022,472800901,대야산,0000007781,학소암,문화자원,선유구곡중제3곡. 학이 둥지를 틀었다함,248.3,36.679207,127.871796
66579,0000000022,472800901,대야산,0000007782,선유동문,문화자원,선유구곡중제1곡.바위에서 신선들이 놀던곳,239.2,36.67931,127.870316
66584,0000000022,472800901,대야산,0000007783,경천벽,문화자원,선유구곡중제2곡. 층암절벽이 하늘을 떠받들고있는 듯하여 불려짐,236.1,36.679432,127.870384
66589,0000000022,472800901,대야산,0000007808,왕소나무(용송),문화자원,천연기념물제290호. 수령 600여년으로  2012년태풍으로 쓰러짐.주변에 자송이20여그루자라고있음,286.1,36.628674,127.893799
66594,0000000022,472800901,대야산,0000007814,대야산자연휴양림,문화자원,"둔덕산과 대야산사이로 흐르는 청정한 용추계곡,선유동계곡탓에 여름철 휴양지로 적합. 산악인을위한 방문자안내소 산림문화휴양관 도자기체험장 숲체험로등 시설구비.휴양림근처에 봉암사 견훤유적지 운강이강년생가지 문경새재등이 있어 어린이들의 학습체험도움됨.코로나",332.796,36.669933,127.960831
66599,0000000022,472800901,대야산,0000007853,무당소,문화자원,물긷던 새댁이 빠져죽은 후 그를 위해 굿을 하던 무당마져 빠져 죽었다하여 무당소라 함. 물이 맑고 투명하여 아름답다.,320.432,36.669994,127.960434
66605,0000000023,-,덕숭산,0000007935,만공탑,문화자원,-,348.0,36.66748,126.621552
66606,0000000023,-,덕숭산,0000007936,향운각,문화자원,-,321.0,36.667198,126.621788
66607,0000000023,-,덕숭산,0000007937,소림초당,문화자원,-,290.0,36.666977,126.62207
66616,0000000023,-,덕숭산,0000007946,전월사,문화자원,좌측에 전월사 있음,403.0,36.669079,126.624153
66617,0000000023,-,덕숭산,0000007947,무수문,문화자원,암자,360.0,36.667747,126.6213
66604,0000000023,-,덕숭산,0000007968,합장바위,문화자원,합장 모습 바위,258.9,36.670536,126.659615
66526,0000000024,-,덕유산,0000008085,매월당 부도,문화자원,-,0.0,35.860909,127.76841
66527,0000000024,-,덕유산,0000008146,백련사 계단,문화자원,신라때 만들어진 것으로 추정,1018.387,35.861919,127.76487
66528,0000000024,-,덕유산,0000008155,백련사 일주문,문화자원,-,0.0,35.860981,127.768524
66529,0000000024,-,덕유산,0000008156,백련사,문화자원,-,944.686,35.859966,127.765945
66530,0000000024,-,덕유산,0000008157,주목. 구상나무. 고사목 등,문화자원,아고산대 식물.(향적봉~중봉사이),0.0,35.855736,127.747978
66620,0000000025,421900601,덕항산,0000008222,황선굴,문화자원,-,480.474,37.323479,129.00824
66644,0000000026,416300501,도락산,0000008300,상선암,문화자원,-,0.0,36.871727,128.295883
66729,0000000027,482501001,도봉산,0000008315,산악박물관,문화자원,대한민국등산역사박물관,145.829,37.687389,127.035248
66732,0000000027,482501001,도봉산,0000008323,우이령의 사방사업 기념비,문화자원,우이령길에 흙이 무너져 내리지 않도록 사방사업을 했다는 기념비,326.48,37.685535,126.995819
66735,0000000027,482501001,도봉산,0000008330,망월사,문화자원,"신라 선덕여왕 8년(639)에 해호선사에의해 창건, 조선시대 해거국사 부도와천봉선사탑.비가 있고 청나라 원세개가 쓴 망월사 현판이 있다",483.0,37.704281,127.022285
66738,0000000027,482501001,도봉산,0000008723,도봉서원터,문화자원,현존하는 서울의 유일한 서원,137.139,37.687695,127.029091
66741,0000000027,482501001,도봉산,0000008734,명수대(明水臺),문화자원,맑은 물이 흐르는 곳. 1965년에 새김,112.236,37.68816,127.031944
66744,0000000027,482501001,도봉산,0000008741,사찰 ㅡ천축사,문화자원,-,324.88,37.693893,127.019516
66747,0000000027,482501001,도봉산,0000008924,사패공방,문화자원,조그만 텃밭이 있고 예쁜 꽃들이 있는 아담한 공방 / 커피도 얻어 마실 수있는 인심 좋은 공방주인,107.262,37.722454,127.033775
66750,0000000027,482501001,도봉산,0000009040,오봉탐방지원센터 야외무대,문화자원,공연장,159.435,37.712978,126.981934
66753,0000000027,482501001,도봉산,0000009075,원각사부조전,문화자원,2기,236.554,37.720161,127.00325
66756,0000000027,482501001,도봉산,0000009162,광륜사,문화자원,신라 의상조사가 창건,92.701,37.687286,127.035263
66759,0000000027,482501001,도봉산,0000009166,도봉산 능원사,문화자원,"능원사는 보문능선으로 올라가는 등산로 입구에 자리한 사찰로 역사는 짧지만 웅장한 대웅전과 마당에 자리한 수려한 돌탑이 보는 마음을 압도한다. 특히 멀리 보이는 만장봉의 웅장한 경관이
잘 어우러져 절의 운치를 한결 아름답게 해 준다",112.131,37.685738,127.033195
66762,0000000027,482501001,도봉산,0000009184,사찰 ㅡ 구봉사,문화자원,-,231.414,37.687233,127.02523
66771,0000000027,482501001,도봉산,0000009187,원통사,문화자원,-,398.069,37.683414,127.010986
66780,0000000027,482501001,도봉산,0000009190,의혜공주.한경록 쌍분 묘,문화자원,"중종은 공주와 옹주들과 담소를 나누며, 이렇게 풍족하게 먹고 사는 것이 누구의 덕이냐고 물었을 때, 다들 중종의 덕이라고 했지만 둘째 딸 의혜공주는 중종의 덕이 아니라 한 때의 영화는 물거품이라고 들었다고 답하니 내일 동대문이 열릴 때 제일 첫 번째로 들어오는 사",119.72,37.696423,127.036552
66783,0000000027,482501001,도봉산,0000009191,원각사,문화자원,절,149.409,37.707245,127.037415
66789,0000000027,482501001,도봉산,0000009193,구봉사(龜峰寺),문화자원,"구봉사(龜峰寺)는 1952년경 한국전쟁중에 창건되었으며, 용어천계곡에서 흘러내려오는 물소리가 창연하다. 창건 당시에 거북이 아홉마리가 나와서 거북 구를 썼다고 전해진다.",175.386,37.687355,127.0252
66792,0000000027,482501001,도봉산,0000009194,회룡사,문화자원,"의상대사의사리를 봉안했다고 전해지는 회룡사5층석탑과 신중탱화, 석조등의 문화재가 있다.이성계와 무학대사가 회룡사라는 이름을 지음",175.0,37.719742,127.02803
66798,0000000027,482501001,도봉산,0000009195,호암사(虎巖寺),문화자원,"호암사(虎巖寺) : 호암사위에 100명이 들어갈 수 있는 백인굴에 옛날 호랑이가 살아서 범굴이었으며, 그 바위를 범바위(虎巖)이고, 범바위 이름을 따서 호암사(虎巖寺)라 하였고, 호암사가 있는 골짜기를 범골이라 한다. 창건 연대는 1890년 경에 김영술에 의해 창건 되었다",232.615,37.72702,127.026039
66801,0000000027,482501001,도봉산,0000009196,수덕암,문화자원,조그만 암자,121.746,37.7341,127.024429
66804,0000000027,482501001,도봉산,0000009197,보광사,문화자원,연혁을 알 수 없는 사찰,142.922,37.73291,127.023483
66807,0000000027,482501001,도봉산,0000009198,통영사,문화자원,사찰,0.0,37.723343,127.033943
66810,0000000027,482501001,도봉산,0000009199,상상봉,문화자원,사패산 1보루로서 가파른 자연암벽을 그대로 활용하면서 석축시설은 취약한 곳을 중심으로 부분적으로 설치했다. 암벽아래 쪽에서 상당량의 삼국시대~통일신라의 토기편이 수습되었다.,357.23,37.724133,127.025703
66813,0000000027,482501001,도봉산,0000009200,사패산 3보루,문화자원,"사패산3보루의 성벽은 주변에서 쉽게 구할 수있는 화강암돌로 쌓아 올렸으며, 유적은 장타원형으로 창축은 100m 달해 사패산 보루중 가장길다. 삼국시대~통일신라토기가 수습되었다.",237.168,37.718365,127.032066
66816,0000000027,482501001,도봉산,0000009201,원심사,문화자원,"비구니사찰이며, 경내에 샘터 있음",216.652,37.717178,127.033371
66819,0000000027,482501001,도봉산,0000009202,회룡사3,문화자원,"1630년(인조?8)?비구니 예순(禮順)이 중건하였고,
이후에도 여러 차례의 중수를 거쳐 오다가?6·25전쟁 때 불탄 것을?1954년부터 비구니 도준(道準)이 중건하였다. 현존하는 당우로는 대웅전·약사전·삼성각·선실(禪室)·요사채 등이 있다.",183.388,37.720196,127.027237
66822,0000000027,482501001,도봉산,0000009203,회룡사1,문화자원,대한불교조계종 봉선사(奉先寺)의 말사이다. 681년(신문왕1)?의상(義湘)이 창건하여 법성사(法性寺)라 하였다 936년 동진국사(洞眞國師)가 중창하였으며 1070년 (문종?24)?혜거국사(慧炬國師)가 삼창하였다. 회룡사로 불리게 된 것은 1384년(우왕?10)에 무학(無學)이 중창을,172.134,37.719833,127.028091
66825,0000000027,482501001,도봉산,0000009204,영산법화사 적멸보궁,문화자원,"적멸보궁은 부처님의 사리를 보관하는 탑으로, 태백산 정암사,  사자산 법흥사, 오대산 상원사, 영축산 통도사인데 이곳은 조용하고 진리를 담고 있는 탑이다",153.843,37.710693,127.033379
66828,0000000027,482501001,도봉산,0000009205,安國 석각,문화자원,안국(安國) : 나라의 평알을 기원하기 위한 석각,309.588,37.703335,127.026588
66831,0000000027,482501001,도봉산,0000009206,원효사(元孝寺),문화자원,"원효사(元孝寺)는 창건연대는 명확하지 않으나,?신라시대 불교의 대중화에 앞장섰던 원효대사가 머물렀던 사찰로 전해진다.?사찰에는 원효대사의 동상이 있고,?한글로 필사된 불교경전인 경기도지정 유형문화재 제196호 묘법연화경(妙法蓮華經)이 보관되어 있다.",290.624,37.709332,127.028236
66834,0000000027,482501001,도봉산,0000009207,묘법연화경,문화자원,"묘법연화경은 닥나무로 만든?2권?1책(72장)으로 보존상태가 양호하여 불복장에서 출토된 것으로 보인다.?경전은?1626년(조선 인조?4년)?유교적 규범이 엄격한 궁중의 상궁에 의해 만들어진 불경이라는 점에서 귀중한 자료이며,?한글로 필사되어 당시의 한글 보급과 한자에",260.561,37.708569,127.029541
66837,0000000027,482501001,도봉산,0000009208,단군한배검,문화자원,"대종교(大倧敎)는 한얼님(하느님)을 신앙의 대상으로, 단군한배검을 교조(敎祖)로 받드는 한국 고유의 종교다. 구현목표는 ‘홍익인간’이며, 교리는 민족의 정통사상과 철학을 담았다. 1909년 홍암 나철선생이 ‘중광’했다. 창시라고 하지 않고 ‘중광’이라고 일컫는데",286.881,37.710796,127.028557
66840,0000000027,482501001,도봉산,0000009209,엄홍길 생가터,문화자원,"엄홍길대장이 3살~40살까지 37년간 살았던 집터. 엄홍길 대장은 도봉산을 오르내리며 산과 인연을 맺었고 세계 최초로 히말라야 8,000봉 16좌를 완등했다.",213.472,37.70414,127.031586
66843,0000000027,482501001,도봉산,0000009210,南無阿彌陀佛 석각,문화자원,나무아미타불 석각은 누가 언제 새겼는지 모른다,311.496,37.703281,127.026573
66846,0000000027,482501001,도봉산,0000009211,천봉선사탑비,문화자원,태흘 스님은 16세에 승려가 되었다. 여러 곳을 유력하고 만년에 배천(白川) 호국사로 들어가 좌선하다가 풍계해숙(楓溪海淑)의 법을 이었다. 서산대사로부터 5세손이 되는 셈이다. 1793년(정조17) 나이 84세로 입적하였다. 화장 후 정골사리 2편과 사리 64과를 수습하여 배,491.543,37.704224,127.021591
66849,0000000027,482501001,도봉산,0000009212,망월사현판,문화자원,1891년 청나라 원세개[袁世凱](위안스카이)가 쓴 망월사현판,508.4,37.70401,127.021416
66852,0000000027,482501001,도봉산,0000009213,망월사 혜거국사 부도(望月寺慧炬國師浮屠),문화자원,"혜거국사는 고려시대의 승려로, 대장경을 완성하여 불교중흥에 기여를 하였으며, 968년에 국사가 되었다. 혜거국사는 말년에 망월사를 중창하였기에 그의 사리와 유골을 안치한 부도를 해가 잘 드는 언덕위에 안치하였는데, 경기도 유형문화재 122호로 지정되어있다.",498.693,37.703609,127.020813
66861,0000000027,482501001,도봉산,0000009215,심원사(深源寺),문화자원,"심원사(深源寺)는 법보종찰 가야산 해인사 길상암 포교원으로 1993년 동광당명진대선사께서 해인사 길상암까지 기도하러?오시는걸 보고 삼은사三恩寺)라는 절을 창건하였고, 후에 심원사(深源寺)로 변경하여 지금에 이르고 있다.",187.516,37.704159,127.03476
66864,0000000027,482501001,도봉산,0000009216,은석암,문화자원,"은석암 뒤에 미륵바위를 머리위에 이고 있는데, 천8년고찰이라고 하는데, 창건된지 100년 정도라고 한다",311.322,37.698872,127.028984
66795,0000000027,482501001,도봉산,0000009217,성불사,문화자원,"신라시대에 원효대사가 수행한 정진도량으로 이후 많은 고승대덕들이 치열한 수행을 해왔던 보덕암이라는 암자였으나 일제시대와 6.25때 소실되자 1963년 응명,탄행스님이 중건하면서  성불사로 명명됨",0.0,37.726772,127.019875
66867,0000000027,482501001,도봉산,0000009218,석굴암,문화자원,바위사이(불이문)로 들어가면 김구선생이 상해로 가기전 피신했다고 하는 석굴과 석굴암이 자리하고 있음,170.397,37.721001,127.025902
66879,0000000027,482501001,도봉산,0000009222,회룡사연혁,문화자원,회룡사 입구에 위치,158.786,37.719795,127.028008
66882,0000000027,482501001,도봉산,0000009223,회룡사 대웅전 극락보전,문화자원,대웅전과 극락보전,160.811,37.720161,127.027199
66885,0000000027,482501001,도봉산,0000009224,회룡사5층석탑,문화자원,경기도유형문화재 제186호,161.009,37.720215,127.026985
66888,0000000027,482501001,도봉산,0000009225,백인굴,문화자원,백명이 들어갈 수 있다 하여 백인굴이라고 함,0.0,37.727245,127.02504
66891,0000000027,482501001,도봉산,0000009226,호암사 연혁,문화자원,호암사 입구에 위치,300.7,37.726742,127.025932
66894,0000000027,482501001,도봉산,0000009227,무아암(無我庵),문화자원,자기의 존재를 잊고 사심을 버리는 바위 (이곳에 오면 욕심과 사심이 없어진다는 곳) 누가 언제 새겼는지는 알 수 없음,382.784,37.691021,127.013939
66900,0000000027,482501001,도봉산,0000009229,우이령길 작전도로 개통 기념비,문화자원,일명 소귀고개로 알려진 우이령길은 수도권과 경기 북부를 있는 지름길이자 농산물과 생필품을 반출 반입하는데 사용했던 소로였습니다. 한국전쟁 당시 미군 공병대의 작전도로 개통시켰다는 기념비가 있습니다,347.165,37.683895,126.997513
66903,0000000027,482501001,도봉산,0000009230,보호수,문화자원,은행나무 느티나무,144.66,37.687363,127.035202
66909,0000000027,482501001,도봉산,0000009232,도봉사,문화자원,사찰,136.0,37.685177,127.030464
66912,0000000027,482501001,도봉산,0000009233,능원사,문화자원,사찰,113.0,37.685646,127.033089
66915,0000000027,482501001,도봉산,0000009234,도봉산 서원동,문화자원,도봉서원아래에 형성되었던 서원동,91.492,37.687031,127.035202
66918,0000000027,482501001,도봉산,0000009235,능원사 ㅡ 사찰,문화자원,-,89.249,37.685776,127.033524
66921,0000000027,482501001,도봉산,0000009236,북한산생태탐방원,문화자원,산악박물관/국립공원스탬프 여권배부(현재 코로나로 인해 임시폐쇄),96.43,37.687244,127.035217
66924,0000000027,482501001,도봉산,0000009237,쌍룡사(雙龍寺),문화자원,대한불교 조계종 군종교구로서 1991년 오봉산 석굴암 초안 주지스님의 도움으로 창건하여 25년간 법회를 봉양해오다 2016년 12월 새법동을 재건하여 대해스님(비구니)과 4명의 군종이 상주하며 불자군인을 위한 법회를 하고있다,140.605,37.705887,127.034821
66927,0000000027,482501001,도봉산,0000009256,송추자연학습원,문화자원,-,165.391,37.71262,126.984192
66930,0000000027,482501001,도봉산,0000009257,송암사,문화자원,-,188.528,37.711212,126.989876
66855,0000000027,482501001,도봉산,0000009262,도성암,문화자원,-,221.641,37.710915,126.995331
66933,0000000027,482501001,도봉산,0000009272,쌍용사,문화자원,-,157.533,37.699223,126.972786
66936,0000000027,482501001,도봉산,0000009299,자연학슾놀이터,문화자원,-,194.996,37.712421,126.984573
66939,0000000027,482501001,도봉산,0000009315,도봉산아웃도어 특화거리,문화자원,다양한 제픔 구입가능,74.354,37.687477,127.042084
66945,0000000027,482501001,도봉산,0000009341,천축사,문화자원,-,374.703,37.693817,127.019623
66948,0000000027,482501001,도봉산,0000009342,구봉사,문화자원,-,188.206,37.687195,127.024673
66957,0000000027,482501001,도봉산,0000009357,엄홍길 살던곳,문화자원,생가터,212.0,37.704144,127.031601
66960,0000000027,482501001,도봉산,0000009363,회화나무(수령 420년),문화자원,회화나무가 회룡사 들머리 이정표 역할을 함,77.0,37.723377,127.037544
66963,0000000027,482501001,도봉산,0000009364,태조때종의 상봉지터,문화자원,태조와 태종이 상봉한 터,70.0,37.722553,127.043785
66966,0000000027,482501001,도봉산,0000009390,회룡사 신중도,문화자원,경기도문화재자료 제118호,161.596,37.720303,127.027069
66969,0000000027,482501001,도봉산,0000009453,사찰 ㅡ 도봉산 광륜사,문화자원,대한불교조계종,91.106,37.687256,127.035263
66972,0000000027,482501001,도봉산,0000009460,칠불암굿당,문화자원,굿당,63.452,37.695248,127.039528
66975,0000000027,482501001,도봉산,0000009461,도봉산 광명기도원,문화자원,기도원,66.475,37.695362,127.040016
66978,0000000027,482501001,도봉산,0000009475,사찰 ㅡ금강암,문화자원,-,215.418,37.687881,127.027336
66981,0000000027,482501001,도봉산,0000009484,도봉동문 석각,문화자원,우암 송시열선생이 쓴 글씨 - 도봉서원과 도봉산입구를 나타내는 뜻,99.108,37.686554,127.035515
66984,0000000027,482501001,도봉산,0000009485,성도원,문화자원,-,247.3,37.68898,127.021515
66987,0000000027,482501001,도봉산,0000009489,김수영 시비,문화자원,"""풀""로 유명한 전원시인",140.238,37.687698,127.029396
66990,0000000027,482501001,도봉산,0000009492,고산앙지,문화자원,곡원 김수증이 쓴 글씨 - 시경에 나오는 글로 높은 산처럼 우러러 사모한다의 뜻,141.542,37.687756,127.028999
67005,0000000027,482501001,도봉산,0000009531,천축사폭포,문화자원,약 5m,341.437,37.694092,127.020279
67011,0000000027,482501001,도봉산,0000009545,도봉사 ㅡ사찰,문화자원,유형문화재 ㅡ 치성광여래삼존도있음,109.244,37.685146,127.030685
67014,0000000027,482501001,도봉산,0000009562,녹야선원,문화자원,사찰,156.0,37.691669,127.031105
67017,0000000027,482501001,도봉산,0000009566,광륜사 ㅡ사찰,문화자원,-,149.7,37.68771,127.035133
67020,0000000027,482501001,도봉산,0000009573,도봉서원 석각,문화자원,송시열선생이 쓴 글씨로 학문의 중심이었던 도봉서원입구와 도봉산입구임을 알려주는 석각,94.027,37.686592,127.035347
67035,0000000027,482501001,도봉산,0000009603,복호동천 석각,문화자원,"복호동천(伏虎洞天), 호랑이가 업드려 있는 곳이라는 뜻으로 보인다.

단정한 해서체로 씌어진 글씨인데 도봉문화원과 공원관리공단의 자료에 보면 정암, 우암선생 같은 위대한 인물이 칩거하던 곳을 기념하기 위해 새겨놓은 것이라고 한다",157.837,37.687881,127.02726
67041,0000000027,482501001,도봉산,0000009605,유희경 이매창 시비,문화자원,17세기초 산수를 사랑해서 <도봉서원> 인근에 숲산장을 지어 기거하다 여생을 마친 유희경과 이매창이 주고받은 사랑노래를 새긴 것이다,69.187,37.686638,127.038574
67044,0000000027,482501001,도봉산,0000009606,자운봉 모형,문화자원,만남의 광장입구에 설치,72.036,37.686802,127.038658
67047,0000000027,482501001,도봉산,0000009609,도봉산길 디자인서울거리,문화자원,서울시와 도봉구가 함께 조성한 대표적인 보행자거리,75.773,37.687336,127.041969
67050,0000000027,482501001,도봉산,0000009612,도봉구 희망 목재문화 체험장,문화자원,체험시간 1~2시간 /교육은 10주 일정으로 교재포함 20만원이며 교육을 이수하면 목공지도사 3급 자격증을 취득할 수 있다.,74.547,37.687035,127.039375
67071,0000000027,482501001,도봉산,0000009663,금강암(金剛庵),문화자원,금강암(金剛庵)은 1928년경에 창건된 비구니사찰이다. 청량교로 이어지는 조용한 사찰이다.,148.913,37.687973,127.027252
67074,0000000027,482501001,도봉산,0000009664,복호동천(伏虎洞天),문화자원,"복호동천(伏虎洞天)은 호랑이가 엎드려 있는 곳이라는 뜻이다. 단정한 해서체로 쓰여진 글씨인데, 도봉문화원과 공원관리공단의 자료에 의하면 정암선생, 우암선생같은 당대의 위대한 인물이 산중에 칩거하던 곳임을 기념하기 위해 새겨놓은 곳이라고 한다.
",150.924,37.687988,127.027222
67077,0000000027,482501001,도봉산,0000009666,성불사(成佛寺),문화자원,성불사(成佛寺)는 원래 이름 없는 조그만 기도처였지만 1968년 53세의 정주영회장이 이곳에 들려 시주한것이 바탕이 되여 성불사가 창건되였다고 한다.,272.071,37.68718,127.021507
67080,0000000027,482501001,도봉산,0000009668,천진사(天眞寺),문화자원,도봉산 천진사(天眞寺)는 절의 역사나 연혁이 유인물로 나온 것이 없다. 다만 국조 단군성상을 유일하게 모신 사찰로 유명하다.,298.523,37.686359,127.020691
67056,0000000027,482501001,도봉산,0000009671,도림사,문화자원,도안사라고도 한다,112.116,37.735256,127.025703
67086,0000000027,482501001,도봉산,0000009678,사패산 관음사,문화자원,조용한 산사의 풍경이흐르고 양주의 불곡산이 보이는 경치좋은 사찰,98.873,37.740265,127.027336
67092,0000000027,482501001,도봉산,0000009690,자현암(慈賢菴),문화자원,"자현암(慈賢菴)은 비구니 사찰로 조계종12교구 본사인 해인사의 말사이다. 혜선승려가 1960년경에 창건했으며, 합천 우두산자락에 심원사(尋源寺)라는 이름으로 있다가 합천댐 공사때 현재의 자리로 이전하여 창건된 도량이다.",136.375,37.67651,127.02179
67095,0000000027,482501001,도봉산,0000009691,대한천리교본부,문화자원,1893년 사토미 지타로가 부산으로 밀항하여 시작된 천리교에서  대한천리교 본원은?일본 천리교로부터 독립하여 토착화해야 한다고 생각한 파로서?현재의 대한천리교가 된다.,61.119,37.711243,127.046822
67098,0000000027,482501001,도봉산,0000009705,난향원,문화자원,성신여자대학교 생활관(난향원)은 도봉산 중턱의 우거진 산림 속에 아담하게 자리하고 있으며 넒은 정원과 200여명 을 동시에 수용할 수 있는 시설이 완비되어 있다. 각종 학생단체의 합숙훈련장소로 단체생활을 통하여 친목 도모 및 지도력을 배양함은 물론 교수와 학생 간,111.432,37.675449,127.024467
67107,0000000027,482501001,도봉산,0000009714,신한대학교,문화자원,"경기도?의정부시와?동두천시에?있는?사립?종합대학.?1972년?신흥보건전문학교로?개교했으며,?2014년?한북대학교와?통합하여?지금의?신한대학교가?개교했다.?‘영성교육·시민교육·실용교육·전문교육’을?교육?목표로?삼고?있다.?본교는?의정부시?호원동에?소재하며,?제2캠",103.853,37.708546,127.047081
67110,0000000027,482501001,도봉산,0000009716,도봉산 대원사(大圓寺),문화자원,"1965년에 대한불교조계종 제 25교구 사찰로 지정되었다. 1956년 낡은 암자 건물을 헐고 현재의 대웅전과 요사채를 건립하였다. 1960년 삼성각과 선원채를 건립, 1961년 정중탑 건립, 1965년 범종각을 건립, 1967년에는 약사전을 창건하였다.
이 사찰은 비구니 스님이 상주하",90.024,37.706402,127.038963
67113,0000000027,482501001,도봉산,0000009728,무수골 무지개논(도봉산 윗무수골),문화자원,서울시내에 있는 유일한 자연논,79.352,37.676918,127.028854
67116,0000000027,482501001,도봉산,0000009737,미 육군 대장 월튼 해리스 워커 전사지,문화자원,1950.12.23  전사,59.919,37.678032,127.044914
67119,0000000027,482501001,도봉산,0000009743,미가사,문화자원,"대한불교 조계종 소속 사찰이지만, 주로 사주 또는 운명을 점치는 곳으로 알려져 있다.",90.075,37.706383,127.040779
67122,0000000027,482501001,도봉산,0000009744,약수선원목조보살입상,문화자원,"약수선원 목조보살입상에서 광무(光武) 9년(1905)명 다라니(陀羅尼), 무구정광다라니경(無垢淨光陀羅尼經), 발원문, 금판(金板) 등이 발견되었다. 발원문에 의하면, 1897년 지리산 기슭의 경상도 지역에서 지금의 사찰로 옮겨 오면서 개금(改金)하였다고 한다.",78.816,37.704323,127.04435
67125,0000000027,482501001,도봉산,0000009745,천불사,문화자원,대한불교관음종,74.733,37.70306,127.045166
67128,0000000027,482501001,도봉산,0000009746,대한불교 조계종 원오선원,문화자원,형관스님(비구니)의 꿈과 인제군 김부탑(김부는 신라의 마지막태자인 마의태자)과 관련된 꿈이야기가 있다. 마의태자는 자신의 한을 형관스님을 통해 푼다는 이야기가 있다.,70.022,37.702545,127.045326
67131,0000000027,482501001,도봉산,0000009757,서울 YMCA 다락원 캠프장,문화자원,다락원에는 함경도와 강원도 북부의 물품이 집하되어 서울로 반입되면서 중간상인들의 거점이 되었다. 또한 원산에서 서울로 들어오는 건어물을 사재기 해두었다가 서울 상인들에게 비싼 값으로 팔거나 상품을 공급하지 않아 서울 상인들로부터 고발당하기도 하였다. 한 때,63.903,37.696548,127.041573
67134,0000000027,482501001,도봉산,0000009765,녹야선원(鹿野禪院),문화자원,"녹야선원(鹿野禪院)이란 이름은 인도의 녹야원 즉 사슴동산이란 뜻의 녹원(鹿苑)에서 유래한다. 녹야선원은 망월사의 주지였던 만월당 대선사가 무학대사의 비결론에 ""도봉산 만장봉아래 십리쯤 되는 곳에 묘한 절터가 있다""는 문구에 이곳에?1952년?6.25의 참화 중에 사찰",156.342,37.692039,127.031113
67137,0000000027,482501001,도봉산,0000009782,서울둘레길 인증장소,문화자원,서울둘레길 1코스 수락산 불암산 코스1-1인증 스탬프를 찍을 수 있다.,53.191,37.689442,127.047356
67140,0000000027,482501001,도봉산,0000009794,"문사동 마애각자(問師洞 磨崖刻字)

",문화자원,"문사동(問 물을문 師스승사 洞 마을동)이라는 글자가 쓰여 있습니다. 저바위에 쓰여 있는 문사동 글자는 흘림체로된 한자의 서체인 ""초서체"" 입니다. ""스승을 찾는 계곡"" 또는 스승을 모시는 곳""?이라는 뜻이다",275.286,37.688633,127.018684
67143,0000000027,482501001,도봉산,0000009795,관음상,문화자원,용어천계곡을 지키는 관음상으로 누가 언제 세웠는지 알 수없다.,402.082,37.692741,127.016914
67149,0000000027,482501001,도봉산,0000009817,어룡골 숯가마터,문화자원,어룡골 숯가마터. 용어천계곡의 옛 이름인 어룡골에는 6.25전쟁 때까지 숯을 굽던 이들이 머물던 움막자리가 있었다. 계곡 인근의 소나무 등 침엽수를 재료로 구워낸 숯은 싸리나무나 칡 등을 이용해 다발로 엮어서 산 아래 큰 길로 실어낸 뒤 우마차로 미아리고개를 넘어,321.963,37.688839,127.015816
67152,0000000027,482501001,도봉산,0000009830,마중물교회,문화자원,담임목사 : 장현국,75.657,37.677906,127.031158
67158,0000000027,482501001,도봉산,0000009842,만월암(滿月庵) 2,문화자원,"이후 1940년에 이르러 여여거사 서광진에 의해 중창되었으며 1969년에 봉안된 신중도가 역시 만월보전에 봉안되어 있어 여여거사의 중창 이후 활발하게 법등이 이어진 것으로 보인다. 근래에는 혜공스님이 2002년에 법당과 요사로 사용하는 만월보전을, 2004년에는 산신각을",495.604,37.699371,127.018959
